id,catégorie,sous_catégorie,marque,modèle,processeur,carte_graphique,mémoire_ram_go,stockage_go,type_stockage,écran_pouces,prix_cad,note_clients_sur_5,poids_kg,stock_disponible,couleur,système,réseau,ports_usb,année_modèle,description,pays,devise,date_génération
1310,Ordinateur de bureau,Milieu de gamme,MSI,Vector 227-E37-X,Intel Core i5-13400F,AMD Radeon RX 7700 XT,16,512,SSD SATA,0,1541.26,4.5,6.31,37,blanc,Windows 11 Famille,Wi‑Fi 6,10,2025,"Système équilibré pour AAA récents; AMD Radeon RX 7700 XT, stockage 512 Go SSD SATA, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
1311,Ordinateur de bureau,Extrême,Razer,Blade 18 931-E18-X,Intel Core i7-13700F,NVIDIA GeForce RTX 4090,48,2000,SSD NVMe,0,4451.38,4.8,10.19,34,argent,Windows 11 Pro,Wi‑Fi 6E,6,2025,PC de jeu puissant avec processeur Intel Core i7-13700F et NVIDIA GeForce RTX 4090; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1312,Ordinateur de bureau,Haut de gamme,Dell,G15 555-C62,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4070,24,512,SSD NVMe,0,1965.3,4.1,13.42,1,noir,Windows 11 Famille,Wi‑Fi 7,8,2025,PC de jeu puissant avec processeur AMD Ryzen 9 7950X3D et NVIDIA GeForce RTX 4070; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1313,Portable de gaming,Haut de gamme,Dell,XPS Gaming 292-C45-Max,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4060,64,2000,SSD NVMe,16,2517.24,3.9,2.83,16,bleu,Windows 11 Pro,Wi‑Fi 6,5,2024,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4060; parfait pour l'esport.,Canada,CAD,2025-10-06
1314,Ordinateur de bureau,Milieu de gamme,Lenovo,Legion 701-E83-X,AMD Ryzen 5 7600,AMD Radeon RX 7700 XT,32,1000,HDD,0,1894.03,4,9.1,7,noir/rouge,Windows 11 Famille,Wi‑Fi 6,5,2023,PC de jeu puissant avec processeur AMD Ryzen 5 7600 et AMD Radeon RX 7700 XT; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1315,Portable de gaming,Haut de gamme,Razer,Blade 18 448-D39-SE,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4070,64,1000,SSD NVMe,17.3,2576.32,3.6,2.34,55,noir/rouge,Windows 11 Pro,Wi‑Fi 7,4,2024,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 7 7800X3D, 64 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1316,Portable de gaming,Haut de gamme,Acer,Predator Orion 499-C75-Pro,Intel Core i9-13900KF,AMD Radeon RX 7600,64,4000,SSD SATA,17.3,2590.61,4.5,3,31,bleu,Windows 11 Famille,Wi‑Fi 6E,4,2024,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i9-13900KF, 64 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1317,Ordinateur de bureau,Haut de gamme,Dell,Inspiron Gaming 630-A85-X,Intel Core i7-13700F,NVIDIA GeForce RTX 4060,32,4000,SSD NVMe,0,2188.43,4.9,14.07,16,argent,Windows 11 Famille,Wi‑Fi 6E,6,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1318,Portable de gaming,Extrême,Lenovo,LOQ 980-D20-SE,Intel Core i9-13900KF,AMD Radeon RX 7900 XT,48,4000,SSD NVMe,16,3495.42,5,1.97,63,gris,Windows 11 Famille,Wi‑Fi 6,5,2024,"Système équilibré pour AAA récents; AMD Radeon RX 7900 XT, stockage 4000 Go SSD NVMe, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
1319,Ordinateur de bureau,Milieu de gamme,Acer,Predator Orion 635-A20-Max,Intel Core i7-13700F,AMD Radeon RX 7700 XT,8,512,SSD NVMe,0,1340.89,4.2,6.9,36,bleu,Windows 11 Pro,Wi‑Fi 6,9,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1320,Ordinateur de bureau,Entrée de gamme,Lenovo,LOQ 954-E20-Max,Intel Core i9-13900KF,AMD Radeon RX 7600,8,256,SSD SATA,0,1064.47,4,6.09,26,noir,Windows 11 Famille,Wi‑Fi 6E,5,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1321,Portable de gaming,Milieu de gamme,MSI,Raider 251-E64-Pro,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4070,16,1000,SSD NVMe,17.3,1667.64,4.9,2.24,33,noir/rouge,Windows 11 Famille,Wi‑Fi 6E,5,2025,PC de jeu puissant avec processeur AMD Ryzen 7 7800X3D et NVIDIA GeForce RTX 4070; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1322,Portable de gaming,Milieu de gamme,Dell,G15 789-D12-X,Intel Core i5-13400F,NVIDIA GeForce RTX 4060,48,512,SSD SATA,15.6,1766.35,3.8,3.15,45,bleu,Windows 11 Famille,Wi‑Fi 6E,5,2024,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4060; parfait pour l'esport.,Canada,CAD,2025-10-06
1323,Portable de gaming,Milieu de gamme,Dell,XPS Gaming 349-D15,AMD Ryzen 9 7950X3D,AMD Radeon RX 7600,24,4000,SSD SATA,17.3,1868.57,5,2.26,31,gris,Windows 11 Famille,Wi‑Fi 6E,6,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7600; parfait pour l'esport.,Canada,CAD,2025-10-06
1324,Portable de gaming,Extrême,HP,OMEN 311-D18-Max,AMD Ryzen 9 7950X3D,AMD Radeon RX 7900 XT,48,2000,SSD NVMe,16,3018.67,5,1.9,22,noir,Windows 11 Pro,Wi‑Fi 6,3,2025,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 9 7950X3D, 48 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1325,Ordinateur de bureau,Extrême,Razer,Blade 18 510-E41-SE,Intel Core i7-13700F,AMD Radeon RX 7900 XT,48,256,SSD SATA,0,2966.59,4.7,10.74,29,blanc,Windows 11 Pro,Wi‑Fi 6,10,2024,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i7-13700F, 48 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1326,Portable de gaming,Haut de gamme,Gigabyte,AERO 188-C59-X,Intel Core i7-13700F,AMD Radeon RX 7600,32,4000,SSD NVMe,16,2044.92,4.8,2.42,33,noir,Windows 11 Famille,Wi‑Fi 6E,4,2024,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7600; parfait pour l'esport.,Canada,CAD,2025-10-06
1327,Portable de gaming,Extrême,Alienware,Aurora R16 143-B75-SE,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4090,16,2000,SSD NVMe,15.6,3769.76,4.3,2.4,12,noir/rouge,Windows 11 Pro,Wi‑Fi 6E,6,2024,PC de jeu puissant avec processeur AMD Ryzen 5 7600 et NVIDIA GeForce RTX 4090; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1328,Ordinateur de bureau,Haut de gamme,Dell,G15 281-E20-Pro,Intel Core i9-13900KF,NVIDIA GeForce RTX 4080,8,2000,SSD NVMe,0,2788.19,4.3,8.22,43,gris,Windows 11 Pro,Wi‑Fi 7,6,2023,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i9-13900KF, 8 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1329,Portable de gaming,Milieu de gamme,Razer,Blade 18 519-C15-Pro,Intel Core i5-13400F,NVIDIA GeForce RTX 4060,16,4000,SSD NVMe,15.6,1757.54,4.1,2.18,21,noir,Windows 11 Famille,Wi‑Fi 6E,5,2023,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4060, stockage 4000 Go SSD NVMe, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
1330,Ordinateur de bureau,Haut de gamme,Alienware,m16 237-E23-Max,Intel Core i9-13900KF,AMD Radeon RX 7700 XT,24,2000,SSD NVMe,0,1977.07,4.3,5.97,33,bleu,Windows 11 Famille,Wi‑Fi 6E,8,2023,PC de jeu puissant avec processeur Intel Core i9-13900KF et AMD Radeon RX 7700 XT; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1331,Ordinateur de bureau,Extrême,Alienware,Aurora R16 528-D61,AMD Ryzen 9 7950X3D,AMD Radeon RX 7900 XT,48,256,SSD NVMe,0,2864.55,4.9,11.17,28,bleu,Windows 11 Pro,Wi‑Fi 7,6,2024,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 9 7950X3D, 48 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1332,Portable de gaming,Milieu de gamme,Dell,XPS Gaming 976-B52,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4070,32,256,SSD NVMe,15.6,1810.39,4.1,2.58,28,bleu,Windows 11 Pro,Wi‑Fi 7,4,2023,PC de jeu puissant avec processeur AMD Ryzen 5 7600 et NVIDIA GeForce RTX 4070; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1333,Portable de gaming,Haut de gamme,Alienware,x16 307-C36,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4060,48,2000,SSD NVMe,16,2086.92,4.1,2.69,21,bleu,Windows 11 Pro,Wi‑Fi 6,2,2025,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4060; parfait pour l'esport.,Canada,CAD,2025-10-06
1334,Ordinateur de bureau,Milieu de gamme,Lenovo,Legion 879-D67-Pro,Intel Core i9-13900KF,NVIDIA GeForce RTX 4060,16,256,SSD NVMe,0,1325.7,4,11.27,17,gris,Windows 11 Famille,Wi‑Fi 6,10,2025,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4060, stockage 256 Go SSD NVMe, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
1335,Ordinateur de bureau,Milieu de gamme,MSI,Vector 230-D27-SE,Intel Core i7-13700F,NVIDIA GeForce RTX 4060,24,256,SSD NVMe,0,1383.94,4.2,8.96,36,noir,Windows 11 Famille,Wi‑Fi 7,6,2023,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i7-13700F, 24 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1336,Ordinateur de bureau,Haut de gamme,Gigabyte,G5 107-C45-X,Intel Core i5-13400F,AMD Radeon RX 7700 XT,64,2000,SSD NVMe,0,2795.94,3.5,7.34,16,noir,Windows 11 Pro,Wi‑Fi 7,9,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7700 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
1337,Ordinateur de bureau,Extrême,HP,Victus 960-E92-X,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4090,64,4000,SSD NVMe,0,5222.02,4.3,9.51,0,argent,Windows 11 Famille,Wi‑Fi 6E,11,2025,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4090, stockage 4000 Go SSD NVMe, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
1338,Portable de gaming,Extrême,MSI,Codex 586-B59-SE,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4090,16,512,SSD NVMe,15.6,3647.17,4.7,1.7,30,argent,Windows 11 Pro,Wi‑Fi 6,5,2024,PC de jeu puissant avec processeur AMD Ryzen 7 7800X3D et NVIDIA GeForce RTX 4090; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1339,Ordinateur de bureau,Entrée de gamme,HP,Pavilion Gaming 276-D22-X,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4060,8,512,SSD NVMe,0,1182.31,4.1,11,38,noir/rouge,Windows 11 Famille,Wi‑Fi 6E,10,2023,PC de jeu puissant avec processeur AMD Ryzen 7 7800X3D et NVIDIA GeForce RTX 4060; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1340,Portable de gaming,Entrée de gamme,Gigabyte,AORUS 659-D67-X,Intel Core i7-13700F,NVIDIA GeForce RTX 4060,16,256,SSD NVMe,16,1260.97,3.5,1.85,20,blanc,Windows 11 Famille,Wi‑Fi 6E,3,2025,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4060; parfait pour l'esport.,Canada,CAD,2025-10-06
1341,Ordinateur de bureau,Extrême,ASUS,ROG Zephyrus 519-E84-X,Intel Core i9-13900KF,NVIDIA GeForce RTX 4090,32,4000,SSD NVMe,0,4380.68,4.4,10.36,11,argent,Windows 11 Pro,Wi‑Fi 6,8,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1342,Ordinateur de bureau,Milieu de gamme,MSI,Katana 321-E69-Max,Intel Core i5-13400F,AMD Radeon RX 7700 XT,32,512,SSD NVMe,0,1768.56,5,9.93,20,bleu,Windows 11 Pro,Wi‑Fi 6,5,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1343,Ordinateur de bureau,Extrême,Gigabyte,AORUS 607-B33-Max,Intel Core i9-13900KF,NVIDIA GeForce RTX 4080,64,1000,SSD SATA,0,3735.48,3.8,9.03,8,noir,Windows 11 Pro,Wi‑Fi 7,11,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1344,Ordinateur de bureau,Milieu de gamme,ASUS,ROG G15 565-C49,Intel Core i5-13400F,NVIDIA GeForce RTX 4070,16,1000,SSD NVMe,0,1874.17,4.6,7.21,36,argent,Windows 11 Famille,Wi‑Fi 6E,8,2023,PC de jeu puissant avec processeur Intel Core i5-13400F et NVIDIA GeForce RTX 4070; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1345,Portable de gaming,Haut de gamme,Alienware,m16 450-B37-X,Intel Core i9-13900KF,AMD Radeon RX 7900 XT,8,512,HDD,17.3,2128.35,4.7,3.53,16,gris,Windows 11 Pro,Wi‑Fi 7,2,2024,"Système équilibré pour AAA récents; AMD Radeon RX 7900 XT, stockage 512 Go HDD, connectivité Wi‑Fi 7.",Canada,CAD,2025-10-06
1346,Ordinateur de bureau,Milieu de gamme,Acer,Nitro 123-B96-SE,AMD Ryzen 9 7950X3D,AMD Radeon RX 7700 XT,24,1000,SSD NVMe,0,1864.86,3.9,8.74,50,blanc,Windows 11 Pro,Wi‑Fi 6,7,2025,"Système équilibré pour AAA récents; AMD Radeon RX 7700 XT, stockage 1000 Go SSD NVMe, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
1347,Portable de gaming,Extrême,HP,Pavilion Gaming 124-B44-SE,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4080,48,4000,SSD NVMe,16,3595.54,5,2.84,2,noir,Windows 11 Famille,Wi‑Fi 7,5,2025,PC de jeu puissant avec processeur AMD Ryzen 9 7950X3D et NVIDIA GeForce RTX 4080; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1348,Portable de gaming,Extrême,Dell,Inspiron Gaming 961-A31-SE,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4090,64,1000,SSD SATA,17.3,4656.3,4.1,1.97,27,blanc,Windows 11 Pro,Wi‑Fi 7,2,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1349,Portable de gaming,Milieu de gamme,Alienware,m16 574-D17-X,AMD Ryzen 7 7800X3D,AMD Radeon RX 7600,24,1000,SSD NVMe,15.6,1372.21,3.7,2.54,37,blanc,Windows 11 Famille,Wi‑Fi 7,5,2025,PC de jeu puissant avec processeur AMD Ryzen 7 7800X3D et AMD Radeon RX 7600; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1350,Ordinateur de bureau,Haut de gamme,ASUS,ROG Strix 398-E82-Max,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4080,8,256,SSD NVMe,0,2491.42,3.5,11.22,29,blanc,Windows 11 Famille,Wi‑Fi 7,9,2025,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4080; parfait pour l'esport.,Canada,CAD,2025-10-06
1351,Portable de gaming,Extrême,Lenovo,Legion 385-E44-X,Intel Core i9-13900KF,NVIDIA GeForce RTX 4090,8,4000,SSD NVMe,15.6,3916.37,4.7,2.02,26,gris,Windows 11 Pro,Wi‑Fi 6E,4,2024,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4090; parfait pour l'esport.,Canada,CAD,2025-10-06
1352,Ordinateur de bureau,Extrême,Acer,Predator Orion 272-A31,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4090,64,512,SSD SATA,0,4564.84,3.6,7.95,42,noir,Windows 11 Pro,Wi‑Fi 6,8,2023,PC de jeu puissant avec processeur AMD Ryzen 9 7950X3D et NVIDIA GeForce RTX 4090; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1353,Ordinateur de bureau,Haut de gamme,MSI,Katana 661-E58,Intel Core i9-13900KF,AMD Radeon RX 7700 XT,64,2000,SSD NVMe,0,2740.79,4.1,9.88,17,noir,Windows 11 Famille,Wi‑Fi 7,10,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1354,Ordinateur de bureau,Extrême,ASUS,ROG Strix 221-D10-Pro,Intel Core i5-13400F,NVIDIA GeForce RTX 4090,48,512,SSD SATA,0,4195.24,4,8.21,34,argent,Windows 11 Pro,Wi‑Fi 6E,10,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1355,Ordinateur de bureau,Extrême,Razer,Blade 18 857-E15-Max,AMD Ryzen 7 7800X3D,AMD Radeon RX 7900 XT,64,1000,SSD NVMe,0,3479.72,4.1,9.35,7,bleu,Windows 11 Famille,Wi‑Fi 6E,4,2024,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 7 7800X3D, 64 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1356,Portable de gaming,Milieu de gamme,Alienware,m16 151-A86,AMD Ryzen 7 7800X3D,AMD Radeon RX 7600,24,512,SSD NVMe,15.6,1384.32,4.9,2.51,23,blanc,Windows 11 Famille,Wi‑Fi 6,3,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1357,Portable de gaming,Extrême,ASUS,ROG Zephyrus 778-E81,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4080,24,4000,SSD NVMe,17.3,3323.84,4.9,2.43,24,argent,Windows 11 Pro,Wi‑Fi 6,5,2023,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 9 7950X3D, 24 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1358,Ordinateur de bureau,Milieu de gamme,MSI,Katana 308-C40-Pro,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4060,32,1000,SSD NVMe,0,1746.52,4.1,8.19,15,gris,Windows 11 Pro,Wi‑Fi 7,4,2025,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 5 7600, 32 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1359,Ordinateur de bureau,Extrême,Alienware,x16 251-A22-Max,Intel Core i7-13700F,NVIDIA GeForce RTX 4080,64,256,SSD SATA,0,3604.53,4.7,10.82,15,noir/rouge,Windows 11 Famille,Wi‑Fi 7,7,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4080; parfait pour l'esport.,Canada,CAD,2025-10-06
1360,Ordinateur de bureau,Haut de gamme,Lenovo,LOQ 710-C10-Max,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4070,8,4000,SSD NVMe,0,2186.83,4.6,10.33,24,gris,Windows 11 Pro,Wi‑Fi 7,10,2024,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4070; parfait pour l'esport.,Canada,CAD,2025-10-06
1361,Ordinateur de bureau,Extrême,Gigabyte,AORUS 752-B62-Pro,Intel Core i7-13700F,NVIDIA GeForce RTX 4080,32,256,SSD NVMe,0,2825.22,4,8.69,16,bleu,Windows 11 Famille,Wi‑Fi 6,7,2025,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i7-13700F, 32 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1362,Portable de gaming,Entrée de gamme,ASUS,ROG Strix 171-B90-Max,Intel Core i9-13900KF,AMD Radeon RX 7600,8,1000,SSD NVMe,16,962.95,3.7,2.8,51,noir,Windows 11 Famille,Wi‑Fi 6E,4,2025,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7600; parfait pour l'esport.,Canada,CAD,2025-10-06
1363,Ordinateur de bureau,Milieu de gamme,Lenovo,Legion Pro 536-D13-Pro,Intel Core i7-13700F,AMD Radeon RX 7600,16,4000,SSD NVMe,0,1666.7,4.2,11.46,26,noir/rouge,Windows 11 Famille,Wi‑Fi 7,5,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7600; parfait pour l'esport.,Canada,CAD,2025-10-06
1364,Ordinateur de bureau,Extrême,Acer,Predator Orion 170-C21-Max,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4080,48,1000,SSD NVMe,0,3402.67,4.9,15.61,45,gris,Windows 11 Pro,Wi‑Fi 6,6,2025,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 9 7950X3D, 48 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1365,Ordinateur de bureau,Extrême,HP,Victus 996-C93,Intel Core i7-13700F,NVIDIA GeForce RTX 4090,32,512,SSD SATA,0,3911.47,3.9,8.61,21,noir,Windows 11 Famille,Wi‑Fi 7,7,2023,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i7-13700F, 32 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1366,Portable de gaming,Haut de gamme,Lenovo,Legion Pro 611-B49-Pro,Intel Core i7-13700F,NVIDIA GeForce RTX 4080,16,1000,SSD NVMe,16,2515.89,4.9,2.49,13,bleu,Windows 11 Pro,Wi‑Fi 6,5,2023,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i7-13700F, 16 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1367,Portable de gaming,Milieu de gamme,ASUS,TUF Gaming 784-B60-Max,Intel Core i5-13400F,AMD Radeon RX 7600,32,2000,SSD SATA,16,1777.56,4.5,1.71,28,argent,Windows 11 Pro,Wi‑Fi 6,4,2024,PC de jeu puissant avec processeur Intel Core i5-13400F et AMD Radeon RX 7600; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1368,Portable de gaming,Extrême,Gigabyte,G5 552-E44-SE,Intel Core i9-13900KF,NVIDIA GeForce RTX 4090,32,256,SSD NVMe,17.3,3719.12,5,2.37,30,gris,Windows 11 Famille,Wi‑Fi 6,5,2023,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4090, stockage 256 Go SSD NVMe, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
1369,Portable de gaming,Milieu de gamme,ASUS,ROG Zephyrus 679-D48-SE,Intel Core i7-13700F,NVIDIA GeForce RTX 4070,24,1000,SSD SATA,16,1769.27,4.3,2.35,49,noir/rouge,Windows 11 Pro,Wi‑Fi 6E,4,2025,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4070; parfait pour l'esport.,Canada,CAD,2025-10-06
1370,Portable de gaming,Milieu de gamme,ASUS,TUF Gaming 444-D42,Intel Core i9-13900KF,NVIDIA GeForce RTX 4070,24,1000,SSD NVMe,15.6,1761.07,4.2,2.43,41,noir/rouge,Windows 11 Pro,Wi‑Fi 7,4,2024,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i9-13900KF, 24 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1371,Portable de gaming,Milieu de gamme,ASUS,ROG Strix 786-E73,AMD Ryzen 7 7800X3D,AMD Radeon RX 7600,8,4000,SSD NVMe,15.6,1387.77,4.4,3.28,25,argent,Windows 11 Pro,Wi‑Fi 6E,5,2023,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 7 7800X3D, 8 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1372,Portable de gaming,Haut de gamme,HP,Pavilion Gaming 925-B18-SE,Intel Core i9-13900KF,AMD Radeon RX 7600,32,4000,SSD NVMe,16,1958.36,4.5,1.55,31,gris,Windows 11 Famille,Wi‑Fi 6,5,2023,PC de jeu puissant avec processeur Intel Core i9-13900KF et AMD Radeon RX 7600; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1373,Ordinateur de bureau,Haut de gamme,Acer,Predator Helios 934-C49-X,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4080,8,512,SSD NVMe,0,2370.59,4.2,8.37,40,noir,Windows 11 Pro,Wi‑Fi 6E,7,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1374,Portable de gaming,Extrême,Alienware,m16 608-B22-X,AMD Ryzen 9 7950X3D,AMD Radeon RX 7900 XT,48,2000,SSD NVMe,15.6,3032.79,4.6,2.35,5,noir/rouge,Windows 11 Famille,Wi‑Fi 6,7,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1375,Ordinateur de bureau,Entrée de gamme,Gigabyte,AERO 737-E16-SE,Intel Core i9-13900KF,NVIDIA GeForce RTX 4060,8,512,SSD NVMe,0,1274.78,3.3,10.11,48,argent,Windows 11 Famille,Wi‑Fi 6,7,2025,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4060, stockage 512 Go SSD NVMe, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
1376,Portable de gaming,Haut de gamme,ASUS,ROG G15 524-A23-SE,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4070,24,4000,HDD,15.6,2369.6,4.5,2.78,4,noir,Windows 11 Pro,Wi‑Fi 7,5,2025,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 5 7600, 24 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1377,Portable de gaming,Haut de gamme,Gigabyte,AERO 988-C11-Pro,Intel Core i5-13400F,NVIDIA GeForce RTX 4070,32,1000,SSD NVMe,17.3,1954.47,3.9,2.31,0,noir,Windows 11 Famille,Wi‑Fi 6E,6,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
